1081	ODESSA 1 10	230.00	-102.3264	31.8403
1082	FORT STOCKTON 2 0	115.00	-102.355628	30.807272
1083	FORT STOCKTON 3 0	115.00	-102.790792	30.747459
1084	BIG SPRING 2 0	115.00	-101.2983	31.9361
1085	KERMIT 0	115.00	-103.138992	31.696251
1086	PECOS 0	115.00	-103.599914	31.803547
1087	SHEFFIELD 0	115.00	-101.78453	30.596998
1088	MCCAMEY 2 0	115.00	-102.2253	31.1392
1089	LAMESA 0	115.00	-102.133506	32.929648
1090	GOLDSMITH 0	115.00	-102.828333	31.995
1091	RALLS 2 0	161.00	-101.531037	33.658671
2001	PARIS 3 0	161.00	-95.344733	33.683869
2002	SAVOY 0	500.00	-96.367605	33.628143
2003	SAVOY 1	161.00	-96.367605	33.628143
2004	SAVOY 2	13.80	-96.367605	33.628143
2005	SAVOY 3	13.80	-96.367605	33.628143
2006	SAVOY 4	13.80	-96.367605	33.628143
2007	HONEY GROVE 0	161.00	-95.900109	33.615167
2008	MEMPHIS 0	161.00	-100.512868	34.857258
2009	IOWA PARK 0	161.00	-98.721096	33.973297
2010	VERNON 2 0	161.00	-99.773497	33.899813
2011	PANHANDLE 2 0	500.00	-101.310833	35.238333
2012	PANHANDLE 2 1	161.00	-101.310833	35.238333
2013	PANHANDLE 2 2	18.00	-101.310833	35.238333
2014	CHILDRESS 0	161.00	-100.809848	34.447226
2015	FORESTBURG 0	161.00	-97.445189	33.471617
2016	SHERMAN 3 0	161.00	-96.767394	33.627623
2017	PANHANDLE 4 0	500.00	-101.253056	35.4275
2018	PANHANDLE 4 1	161.00	-101.253056	35.4275
2019	PANHANDLE 4 2	20.00	-101.253056	35.4275
2020	WICHITA FALLS 6 0	161.00	-98.523064	33.943784
2021	PARIS 2 0	500.00	-95.5577	33.6968
2022	PARIS 2 1	161.00	-95.5577	33.6968
2023	PARIS 2 2	13.80	-95.5577	33.6968
2024	PARIS 2 3	13.80	-95.5577	33.6968
2025	WICHITA FALLS 4 0	161.00	-98.491046	33.864515
2026	WHEELER 0	161.00	-100.765905	35.830763
2027	DEPORT 0	161.00	-95.320088	33.482646
2028	WICHITA FALLS 3 0	161.00	-98.388757	34.004783
2029	SILVERTON 0	161.00	-101.287161	34.457478
2030	BONHAM 0	161.00	-96.240654	33.708311
2031	MATADOR 0	161.00	-100.384217	33.710684
2032	ARTHUR CITY 0	161.00	-95.649137	33.857868
2033	LEONARD 0	161.00	-96.179163	33.44144
2034	GORDONVILLE 0	161.00	-96.839764	33.830932
2035	KNOX CITY 0	161.00	-99.853667	33.431837
2036	WICHITA FALLS 7 0	161.00	-98.54367	33.894941
2037	LINDSAY 0	161.00	-97.310834	33.615855
2038	ECTOR 0	161.00	-96.282897	33.55352
2039	SUNSET 0	161.00	-97.751818	33.455991
2040	CLARKSVILLE 0	161.00	-94.997258	33.663063
2041	PANHANDLE 3 0	161.00	-101.578572	35.386038
2042	PANHANDLE 3 1	18.00	-101.578572	35.386038
2043	SADLER 0	161.00	-96.839543	33.737974
2044	WHITESBORO 0	161.00	-96.936121	33.743893
2045	SHEPPARD AFB 0	161.00	-98.509016	33.969523
2046	POTTSBORO 0	161.00	-96.725989	33.800717
2047	BELLS 0	161.00	-96.427874	33.623645
2048	CROSBYTON 0	161.00	-100.990114	33.774479
2049	ELECTRA 0	161.00	-99.106624	34.131688
2050	PATTONVILLE 0	161.00	-95.483203	33.40225
2051	HENRIETTA 0	161.00	-98.202251	33.75849
2052	PANHANDLE 6 0	161.00	-100.994549	34.90076
2053	BOWIE 0	161.00	-97.95612	33.520572
2054	WICHITA FALLS 1 0	500.00	-98.4931	33.9133
2055	WICHITA FALLS 1 1	161.00	-98.4931	33.9133
2056	WICHITA FALLS 1 2	18.00	-98.4931	33.9133
2057	WICHITA FALLS 1 3	18.00	-98.4931	33.9133
2058	WHITE DEER 0	161.00	-101.2439	35.4789
2059	WHITE DEER 1	13.80	-101.2439	35.4789
2060	ROXTON 0	161.00	-95.809701	33.576823
2061	VERNON 1 0	161.00	-99.364722	34.29
2062	VERNON 1 1	18.00	-99.364722	34.29
2063	DENISON 2 0	161.00	-96.604061	33.770785
2064	SUMNER 0	161.00	-95.744327	33.745236
2065	GAINESVILLE 0	161.00	-97.17635	33.661583
2066	ASPERMONT 0	161.00	-100.245133	33.183064
2067	WICHITA FALLS 5 0	161.00	-98.50984	33.799085
2068	WINDTHORST 0	161.00	-98.457627	33.512628
2069	HOWE 0	161.00	-96.742245	33.450768
2070	ARCHER 2 0	161.00	-98.581944	33.493056
2071	ARCHER 2 1	18.00	-98.581944	33.493056
2072	COLLINSVILLE 0	161.00	-96.906575	33.537706
2073	JAYTON 0	161.00	-100.524167	32.969722
2074	JAYTON 1	115.00	-100.524167	32.969722
2075	JAYTON 2	115.00	-100.524167	32.969722
2076	JAYTON 3	24.00	-100.524167	32.969722
2077	MUENSTER 1 0	161.00	-97.428406	33.733006
2078	MUENSTER 1 1	13.80	-97.428406	33.733006
2079	PADUCAH 0	161.00	-100.287247	33.994322
2080	NOCONA 0	161.00	-97.963802	33.793074
2081	DODD CITY 0	161.00	-96.072156	33.615539
2082	WICHITA FALLS 2 0	161.00	-98.5894	33.8625
2083	WICHITA FALLS 2 1	20.00	-98.5894	33.8625
2084	WICHITA FALLS 2 2	20.00	-98.5894	33.8625
2085	WICHITA FALLS 2 3	20.00	-98.5894	33.8625
2086	MONTAGUE 0	161.00	-97.687873	33.626904
2087	SPUR 0	161.00	-100.714732	33.341053
2088	ARCHER 1 0	161.00	-98.5	33.495278
2089	ARCHER 1 1	24.00	-98.5	33.495278
2090	ANNONA 0	161.00	-94.890845	33.498221
2091	SEYMOUR 0	161.00	-99.243765	33.621145
2092	DENISON 1 0	161.00	-96.470794	33.727126
2093	PANHANDLE 5 0	161.00	-101.54	35.3503
2094	PANHANDLE 5 1	13.80	-101.54	35.3503
2095	PANHANDLE 5 2	13.80	-101.54	35.3503
2096	RALLS 1 0	500.00	-101.39	33.661111
2097	RALLS 1 1	230.00	-101.39	33.661111
2098	RALLS 1 2	161.00	-101.39	33.661111
2099	RALLS 1 3	18.00	-101.39	33.661111
2100	RALLS 1 4	18.00	-101.39	33.661111
2101	SHERMAN 1 0	500.00	-96.617893	33.582573
2102	SHERMAN 1 1	161.00	-96.617893	33.582573
2103	SHERMAN 1 2	20.00	-96.617893	33.582573
2104	SHERMAN 1 3	20.00	-96.617893	33.582573
2105	SHERMAN 1 4	20.00	-96.617893	33.582573
2106	WHITEWRIGHT 0	161.00	-96.396115	33.494577
2107	SHERMAN 2 0	161.00	-96.550405	33.604131
2108	ROCHESTER 0	161.00	-99.642126	33.322836
2109	BURKBURNETT 0	161.00	-98.622467	34.103273
2110	MUENSTER 2 0	161.00	-97.382855	33.682081
2111	ARCHER CITY 0	161.00	-98.884782	33.527396
2112	PETROLIA 0	161.00	-98.25932	34.008308
2113	PARIS 1 0	500.00	-95.59	33.6308
2114	PARIS 1 1	161.00	-95.59	33.6308
2115	PARIS 1 2	13.80	-95.59	33.6308
2116	PARIS 1 3	13.80	-95.59	33.6308
2117	PARIS 1 4	13.80	-95.59	33.6308
2118	PARIS 1 5	13.80	-95.59	33.6308
2119	PARIS 1 6	13.80	-95.59	33.6308
2120	PARIS 1 7	13.80	-95.59	33.6308
2121	BAGWELL 0	161.00	-95.151966	33.801868
2122	TELEPHONE 0	161.00	-95.996823	33.778716
2123	PANHANDLE 1 0	161.00	-101.372778	35.442778
2124	VAN ALSTYNE 0	161.00	-96.549913	33.43566
2125	TIOGA 0	161.00	-96.892724	33.464643
2126	VALLEY VIEW 0	161.00	-97.128552	33.458028
2127	MIAMI 0	500.00	-100.538611	35.653889
2128	MIAMI 1	161.00	-100.538611	35.653889
2129	TRENTON 0	161.00	-96.311485	33.439125
2130	HASKELL 0	161.00	-99.650389	33.122685
2131	HASKELL 1	115.00	-99.650389	33.122685
2132	HASKELL 2	115.00	-99.650389	33.122685
2133	SAINT JO 0	161.00	-97.535329	33.741367
3001	KERRVILLE 0	230.00	-99.163039	30.036701
3002	KERRVILLE 1	115.00	-99.163039	30.036701
3003	SWEETWATER 4 0	115.00	-100.3389	32.3606
3004	SWEETWATER 4 1	18.00	-100.3389	32.3606
3005	LEAKEY 0	115.00	-99.682471	29.64447
3006	HAMLIN 0	115.00	-100.124032	32.857004
3007	MERKEL 3 0	115.00	-100.032723	32.473621
3008	COLEMAN 0	115.00	-99.567791	31.736902
3009	SONORA 0	115.00	-100.56062	30.441414
3010	CAMP WOOD 0	115.00	-100.078588	29.6747
3011	LLANO 0	115.00	-98.918266	30.653746
3012	WILLOW CITY 0	115.00	-98.708714	30.437069
3013	ABILENE 4 0	115.00	-99.667488	32.335677
3014	KINGSLAND 0	115.00	-98.442748	30.672818
3015	ROSCOE 6 0	115.00	-100.573539	32.415212
3016	BLACKWELL 0	115.00	-100.2686	32.1981
3017	BLACKWELL 1	18.00	-100.2686	32.1981
3018	CHRISTOVAL 0	230.00	-100.67882	31.085435
3019	CHRISTOVAL 1	115.00	-100.67882	31.085435
3020	CHRISTOVAL 2	13.80	-100.67882	31.085435
3021	LUEDERS 0	115.00	-99.694492	32.868619
3022	COLORADO CITY 0	115.00	-100.918356	32.314505
3023	STAMFORD 0	115.00	-99.850964	32.940911
3024	ELDORADO 0	115.00	-100.595464	30.883539
3025	SAN SABA 0	115.00	-98.763991	31.157093
3026	ABILENE 2 0	230.00	-99.4928	32.6256
3027	ABILENE 2 1	115.00	-99.4928	32.6256
3028	ABILENE 2 2	18.00	-99.4928	32.6256
3029	LOMETA 0	115.00	-98.376742	31.257224
3030	SAN ANGELO 1 0	115.00	-100.322075	31.50972
3031	TUSCOLA 0	115.00	-99.826041	32.274081
3032	ABILENE 7 0	115.00	-99.927724	32.333551
3033	SNYDER 1 0	115.00	-100.9952	32.7204
3034	SNYDER 1 1	22.00	-100.9952	32.7204
3035	CHEROKEE 0	115.00	-99.079893	30.93982
3036	RICHLAND SPRINGS 0	115.00	-99.135467	31.517913
3037	ROSCOE 2 0	230.00	-100.6664	32.4694
3038	ROSCOE 2 1	115.00	-100.6664	32.4694
3039	ROSCOE 2 2	13.80	-100.6664	32.4694
3040	BALLINGER 0	115.00	-99.934162	31.738576
3041	SILVER 0	230.00	-100.6917	32.05
3042	SILVER 1	115.00	-100.6917	32.05
3043	SILVER 2	13.80	-100.6917	32.05
3044	SILVER 3	13.80	-100.6917	32.05
3045	SILVER 4	13.80	-100.6917	32.05
3046	ROSCOE 5 0	230.00	-100.5303	32.3122
3047	ROSCOE 5 1	115.00	-100.5303	32.3122
3048	ROSCOE 5 2	500.00	-100.5303	32.3122
3049	ANSON 0	115.00	-99.905394	32.747863
3050	DEL RIO 0	230.00	-101.212436	29.83722
3051	DEL RIO 1	115.00	-101.212436	29.83722
3052	HUNT 0	115.00	-99.628211	30.095115
3053	WINGATE 0	230.00	-100.05712	32.214024
3054	WINGATE 1	115.00	-100.05712	32.214024
3055	WINGATE 2	13.80	-100.05712	32.214024
3056	WINGATE 3	13.80	-100.05712	32.214024
3057	WINGATE 4	13.80	-100.05712	32.214024
3058	STERLING CITY 1 0	230.00	-100.9281	31.9261
3059	STERLING CITY 1 1	115.00	-100.9281	31.9261
3060	STERLING CITY 1 2	18.00	-100.9281	31.9261
3061	STERLING CITY 1 3	18.00	-100.9281	31.9261
3062	STERLING CITY 1 4	18.00	-100.9281	31.9261
3063	STERLING CITY 1 5	18.00	-100.9281	31.9261
3064	ROSCOE 4 0	115.00	-100.4833	32.236944
3065	ROSCOE 4 1	18.00	-100.4833	32.236944
3066	BRADY 0	115.00	-99.616412	31.176951
3067	TRENT 1 0	115.00	-100.235652	32.4301
3068	TRENT 1 1	20.00	-100.235652	32.4301
3069	OVALO 0	115.00	-99.753027	32.120249
3070	NOLAN 0	115.00	-100.1	32.2878
3071	NOLAN 1	24.00	-100.1	32.2878
3072	MILES 0	115.00	-100.192616	31.592013
3073	BRACKETTVILLE 2 0	115.00	-100.209167	29.234722
3074	BRACKETTVILLE 2 1	13.80	-100.209167	29.234722
3075	MASON 0	115.00	-99.570053	30.843122
3076	BRACKETTVILLE 3 0	115.00	-100.439985	29.395621
3077	ABILENE 6 0	115.00	-99.817314	32.362783
3078	HERMLEIGH 0	230.00	-100.6728	32.5886
3079	HERMLEIGH 1	161.00	-100.6728	32.5886
3080	HERMLEIGH 2	115.00	-100.6728	32.5886
3081	HERMLEIGH 3	20.00	-100.6728	32.5886
3082	MERKEL 1 0	230.00	-100.176986	32.318221
3083	MERKEL 1 1	115.00	-100.176986	32.318221
3084	MERKEL 1 2	13.80	-100.176986	32.318221
3085	LORAINE 1 0	115.00	-100.7444	32.4375
3086	LORAINE 1 1	13.20	-100.7444	32.4375
3087	LORAINE 1 2	13.20	-100.7444	32.4375
3088	ABILENE 1 0	230.00	-99.6564	32.5144
3089	ABILENE 1 1	161.00	-99.6564	32.5144
3090	ABILENE 1 2	161.00	-99.6564	32.5144
3091	ABILENE 1 3	115.00	-99.6564	32.5144
3092	ABILENE 1 4	13.80	-99.6564	32.5144
3093	ROCKSPRINGS 0	115.00	-100.286076	29.988092
3094	MERKEL 2 0	115.00	-100.061589	32.311556
3095	MERKEL 2 1	18.00	-100.061589	32.311556
3096	FLUVANNA 2 0	230.00	-101.147784	32.94793
3097	FLUVANNA 2 1	115.00	-101.147784	32.94793
3098	FLUVANNA 2 2	13.80	-101.147784	32.94793
3099	DYESS AFB 0	115.00	-99.90623	32.415823
3100	HAWLEY 0	115.00	-99.830642	32.630473
3101	BUCHANAN DAM 2 0	115.00	-98.467066	30.936768
3102	ABILENE 3 0	115.00	-99.665323	32.576489
3103	SWEETWATER 5 0	115.00	-100.210748	32.291861
3104	BUCHANAN DAM 1 0	115.00	-98.385422	30.731599
3105	BUCHANAN DAM 1 1	13.20	-98.385422	30.731599
3106	BUCHANAN DAM 1 2	13.20	-98.385422	30.731599
3107	INGRAM 0	115.00	-99.345011	30.159136
3108	KEMPNER 0	115.00	-98.01069	31.088158
3109	FLUVANNA 1 0	115.00	-101.219397	32.92544
3110	FLUVANNA 1 1	13.80	-101.219397	32.92544
3111	STERLING CITY 2 0	115.00	-100.791389	31.951944
3112	STERLING CITY 2 1	18.00	-100.791389	31.951944
3113	STERLING CITY 2 2	18.00	-100.791389	31.951944
3114	SAN ANGELO 2 0	115.00	-100.563525	31.268843
3115	ROTAN 0	115.00	-100.498206	32.891818
3116	SYNDER 0	115.00	-100.738949	32.739294
3117	SYNDER 1	13.80	-100.738949	32.739294
3118	SYNDER 2	13.80	-100.738949	32.739294
3119	BRACKETTVILLE 1 0	115.00	-100.383889	29.328889
3120	BRACKETTVILLE 1 1	13.80	-100.383889	29.328889
3121	ROSCOE 1 0	115.00	-100.5797	32.4969
3122	ROSCOE 1 1	18.00	-100.5797	32.4969
3123	UVALDE 0	115.00	-100.01587	29.151012
3124	FREDERICKSBURG 0	115.00	-98.876683	30.280938
3125	ABILENE 5 0	115.00	-99.715894	32.462235
3126	SABINAL 0	115.00	-99.630829	29.303817
3127	SWEETWATER 2 0	115.00	-100.4219	32.290833
3128	LORAINE 2 0	115.00	-100.711396	32.404869
3129	ROSCOE 3 0	115.00	-100.6481	32.3983
3130	SAN ANGELO 3 0	115.00	-101.055625	31.802748
3131	TUSOCOLA 0	115.00	-100.021667	32.303889
3132	EDEN 0	115.00	-99.896212	31.222764
3133	SNYDER 2 0	230.00	-100.954661	32.747058
3134	SNYDER 2 1	161.00	-100.954661	32.747058
3135	SNYDER 2 2	161.00	-100.954661	32.747058
3136	SNYDER 2 3	115.00	-100.954661	32.747058
3137	SWEETWATER 1 0	115.00	-100.1286	32.4081
3138	MENARD 0	115.00	-100.107479	30.897544
3139	WINTERS 0	115.00	-100.165338	31.858516
3140	GOLDSBORO 0	115.00	-99.69465	32.052075
3141	SWEETWATER 3 0	115.00	-100.3703	32.3472
3142	GOODFELLOW AFB 0	115.00	-100.15267	31.289523
3143	SANTA ANNA 0	115.00	-99.380601	31.515316
3144	ROWENA 0	115.00	-99.682323	31.411505
3145	TRENT 2 0	115.00	-100.212875	32.664859
3146	JUNCTION 0	115.00	-100.06915	30.45867
3147	LAMPASAS 0	115.00	-98.25934	31.102377
4002	LAUGHLIN A F B 0	115.00	-100.777486	29.358523
4003	EDINBURG 3 0	115.00	-98.276935	26.450369
4004	LAREDO 7 0	230.00	-99.685482	27.833509
4005	LAREDO 7 1	115.00	-99.685482	27.833509
4006	BRUNI 2 0	115.00	-98.996708	27.36513
4007	MCALLEN 2 0	115.00	-98.239592	26.215816
4008	POTEET 0	115.00	-98.642309	29.079849
4009	SARITA 3 0	115.00	-97.5077	27.0702
4010	SARITA 3 1	20.00	-97.5077	27.0702
4011	HEBBRONVILLE 0	115.00	-98.789966	27.100448
4012	PROGRESO 0	115.00	-97.96214	26.083177
4013	EDINBURG 2 0	115.00	-98.183295	26.280689
4014	EAGLE PASS 0	230.00	-100.276888	28.476396
4015	EAGLE PASS 1	115.00	-100.276888	28.476396
4016	CHARLOTTE 0	115.00	-98.717634	28.790915
4017	CORPUS CHRISTI 4 0	115.00	-97.269242	27.627121
4018	WOODSBORO 0	115.00	-97.382251	28.187086
4019	MERCEDES 0	115.00	-97.831112	26.148831
4020	CORPUS CHRISTI 16 0	115.00	-97.479816	27.65787
4021	EDCOUCH 0	115.00	-97.98028	26.374541
4022	ENCINAL 0	115.00	-99.399193	28.041684
4023	MOORE 0	115.00	-98.851298	28.941736
4024	CHRISTINE 0	230.00	-98.4775	28.7044
4025	CHRISTINE 1	115.00	-98.4775	28.7044
4026	CHRISTINE 2	13.80	-98.4775	28.7044
4027	MCALLEN 3 0	115.00	-98.2487	26.162344
4028	FANNIN 0	230.00	-97.214167	28.7128
4029	FANNIN 1	115.00	-97.214167	28.7128
4030	FANNIN 2	13.80	-97.214167	28.7128
4031	SAN YGNACIO 0	115.00	-99.33083	27.128233
4032	KINGSVILLE 0	115.00	-97.865597	27.444204
4033	LAREDO 6 0	115.00	-99.502143	27.513811
4034	HIDALGO 0	115.00	-98.241746	26.111189
4035	CORPUS CHRISTI 18 0	115.00	-97.596306	27.838247
4036	CRYSTAL CITY 0	115.00	-99.562652	28.888748
4037	SINTON 0	115.00	-97.553013	28.121597
4038	BEEVILLE 0	115.00	-97.71062	28.407712
4039	MISSION 4 0	230.00	-98.376166	26.228735
4040	MISSION 4 1	115.00	-98.376166	26.228735
4041	SAN JUAN 0	230.00	-98.121312	26.144539
4042	SAN JUAN 1	115.00	-98.121312	26.144539
4043	FALCON HEIGHTS 2 0	115.00	-99.103088	26.678196
4044	FALCON HEIGHTS 1 0	115.00	-99.1642	26.5575
4045	FALCON HEIGHTS 1 1	13.80	-99.1642	26.5575
4046	FALCON HEIGHTS 1 2	13.80	-99.1642	26.5575
4047	FALCON HEIGHTS 1 3	13.80	-99.1642	26.5575
4048	LA JOYA 0	115.00	-98.494493	26.242813
4049	SEBASTIAN 2 0	115.00	-97.5857	26.33072
4050	SEBASTIAN 2 1	13.80	-97.5857	26.33072
4051	BISHOP 0	115.00	-97.8228	27.5697
4052	BISHOP 1	18.00	-97.8228	27.5697
4053	ARMSTRONG 2 0	115.00	-97.773774	26.911014
4054	SKIDMORE 0	115.00	-97.650894	28.246189
4055	CORPUS CHRISTI 9 0	115.00	-97.392456	27.819419
4056	GREGORY 0	230.00	-97.258417	27.88929
4057	GREGORY 1	115.00	-97.258417	27.88929
4058	GREGORY 2	13.80	-97.258417	27.88929
4059	GREGORY 3	13.80	-97.258417	27.88929
4060	GREGORY 4	13.80	-97.258417	27.88929
4061	GREGORY 5	13.80	-97.258417	27.88929
4062	GREGORY 6	13.80	-97.258417	27.88929
4063	GREGORY 7	13.80	-97.258417	27.88929
4064	CORPUS CHRISTI 2 0	115.00	-97.5281	27.8322
4065	CORPUS CHRISTI 2 1	18.00	-97.5281	27.8322
4066	WESLACO 0	115.00	-97.989155	26.158622
4067	HARLINGEN 1 0	115.00	-97.667502	26.255523
4068	ELSA 0	115.00	-98.039361	26.307831
4069	CORPUS CHRISTI 17 0	115.00	-97.518791	27.771237
4070	BROWNSVILLE 2 0	230.00	-97.317944	25.943923
4071	BROWNSVILLE 2 1	115.00	-97.317944	25.943923
4072	CORPUS CHRISTI 10 0	115.00	-97.399135	27.768021
4073	MISSION 1 0	230.00	-98.3992	26.208
4074	MISSION 1 1	115.00	-98.3992	26.208
4075	MISSION 1 2	24.00	-98.3992	26.208
4076	MISSION 1 3	24.00	-98.3992	26.208
4077	MISSION 1 4	24.00	-98.3992	26.208
4078	CORPUS CHRISTI 8 0	115.00	-97.385247	27.729894
4079	MISSION 3 0	115.00	-98.370054	26.318913
4080	CORPUS CHRISTI 3 0	230.00	-97.3117	27.6064
4081	CORPUS CHRISTI 3 1	115.00	-97.3117	27.6064
4082	CORPUS CHRISTI 3 2	13.80	-97.3117	27.6064
4083	CORPUS CHRISTI 3 3	13.80	-97.3117	27.6064
4084	CORPUS CHRISTI 3 4	13.80	-97.3117	27.6064
4085	CORPUS CHRISTI 3 5	13.80	-97.3117	27.6064
4086	RIO HONDO 0	115.00	-97.489015	26.261363
4087	CORPUS CHRISTI 5 0	115.00	-97.269443	27.695151
4088	PHARR 0	115.00	-98.189714	26.149684
4089	SANTA ROSA 1 0	115.00	-97.867012	26.269683
4090	SANTA ROSA 1 1	13.80	-97.867012	26.269683
4091	SANTA ROSA 1 2	13.80	-97.867012	26.269683
4092	SANTA ROSA 1 3	13.80	-97.867012	26.269683
4093	SANTA ROSA 1 4	13.80	-97.867012	26.269683
4094	SANTA ROSA 1 5	13.80	-97.867012	26.269683
4095	SANTA ROSA 1 6	13.80	-97.867012	26.269683
4096	SANTA ROSA 1 7	13.80	-97.867012	26.269683
4097	SANTA ROSA 1 8	13.80	-97.867012	26.269683
4098	SANTA ROSA 1 9	13.80	-97.867012	26.269683
4099	ODEM 0	115.00	-97.679027	27.962924
4100	CORPUS CHRISTI 13 0	115.00	-97.438774	27.77425
4101	LAREDO 3 0	115.00	-99.267161	27.556989
4102	OLMITO 0	115.00	-97.526109	26.02176
4103	EDINBURG 1 0	115.00	-98.092002	26.451477
4104	TAFT 2 0	115.00	-97.4586	27.9386
4105	TAFT 2 1	18.00	-97.4586	27.9386
4106	PORT ISABEL 0	115.00	-97.312767	26.051625
4107	DONNA 0	115.00	-98.058657	26.1619
4108	INGLESIDE 0	115.00	-97.202971	27.867937
4109	CORPUS CHRISTI 11 0	115.00	-97.406289	27.683277
4110	LOS FRESNOS 0	115.00	-97.271778	26.235
4111	HARLINGEN 2 0	115.00	-97.743596	26.252832
4112	RIVIERA 0	115.00	-97.90137	27.139147
4113	LAREDO 1 0	230.00	-99.5089	27.5667
4114	LAREDO 1 1	115.00	-99.5089	27.5667
4115	LAREDO 1 2	13.80	-99.5089	27.5667
4116	LAREDO 1 3	13.80	-99.5089	27.5667
4117	JOURDANTON 0	115.00	-98.48596	28.764536
4118	GEORGE WEST 0	115.00	-98.143051	28.257475
4119	ROMA 0	115.00	-99.112986	26.53255
4120	CORPUS CHRISTI 12 0	115.00	-97.436501	27.752006
4121	SANTA MARIA 0	115.00	-97.740451	26.052713
4122	MCALLEN 1 0	115.00	-98.23657	26.271965
